id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0800,P0,"20. SEO, GEO, AEO & Discoverability",Discoverability QA,Regression,QA_GATES.md / SEO_GEO_AEO.md,"Check crawlability, indexability directives, canonical behavior, structured data validity, metadata, headings, and content discoverability before release.",controls/20-seo-geo-aeo-and-discoverability.md,controls.capability.discoverability-qa,control.bq-0800
BQ-0801,P0,"21. Performance, Reliability & Resource Budgets",Performance-budget declaration,Contract,CREATIVE.md / QA_GATES.md,"Set explicit budgets for initial transfer, images, fonts, JavaScript, CSS, third-party scripts, and key rendering metrics by project class.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-budget-declaration,control.bq-0801
BQ-0802,P0,"21. Performance, Reliability & Resource Budgets",Performance-budget declaration,Procedure,CREATIVE.md / QA_GATES.md,"Set explicit budgets for initial transfer, images, fonts, JavaScript, CSS, third-party scripts, and key rendering metrics by project class.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-budget-declaration,control.bq-0802
BQ-0803,P0,"21. Performance, Reliability & Resource Budgets",Performance-budget declaration,Evidence Gate,CREATIVE.md / QA_GATES.md,"Set explicit budgets for initial transfer, images, fonts, JavaScript, CSS, third-party scripts, and key rendering metrics by project class.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-budget-declaration,control.bq-0803
BQ-0804,P0,"21. Performance, Reliability & Resource Budgets",Performance-budget declaration,Recovery,CREATIVE.md / QA_GATES.md,"Set explicit budgets for initial transfer, images, fonts, JavaScript, CSS, third-party scripts, and key rendering metrics by project class.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-budget-declaration,control.bq-0804
BQ-0805,P0,"21. Performance, Reliability & Resource Budgets",Performance-budget declaration,Regression,CREATIVE.md / QA_GATES.md,"Set explicit budgets for initial transfer, images, fonts, JavaScript, CSS, third-party scripts, and key rendering metrics by project class.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-budget-declaration,control.bq-0805
BQ-0806,P0,"21. Performance, Reliability & Resource Budgets",Critical-path minimization,Contract,ASSETS.md / DESIGN.md,"Prioritize resources required for first meaningful content and defer noncritical media, scripts, and effects.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.critical-path-minimization,control.bq-0806
BQ-0807,P0,"21. Performance, Reliability & Resource Budgets",Critical-path minimization,Procedure,ASSETS.md / DESIGN.md,"Prioritize resources required for first meaningful content and defer noncritical media, scripts, and effects.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.critical-path-minimization,control.bq-0807
BQ-0808,P0,"21. Performance, Reliability & Resource Budgets",Critical-path minimization,Evidence Gate,ASSETS.md / DESIGN.md,"Prioritize resources required for first meaningful content and defer noncritical media, scripts, and effects.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.critical-path-minimization,control.bq-0808
BQ-0809,P0,"21. Performance, Reliability & Resource Budgets",Critical-path minimization,Recovery,ASSETS.md / DESIGN.md,"Prioritize resources required for first meaningful content and defer noncritical media, scripts, and effects.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.critical-path-minimization,control.bq-0809
BQ-0810,P0,"21. Performance, Reliability & Resource Budgets",Critical-path minimization,Regression,ASSETS.md / DESIGN.md,"Prioritize resources required for first meaningful content and defer noncritical media, scripts, and effects.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.critical-path-minimization,control.bq-0810
BQ-0811,P0,"21. Performance, Reliability & Resource Budgets",Image-delivery strategy,Contract,ASSETS.md,"Choose formats, dimensions, compression, responsive sources, loading priority, and decoding based on actual placement and device needs.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.image-delivery-strategy,control.bq-0811
BQ-0812,P0,"21. Performance, Reliability & Resource Budgets",Image-delivery strategy,Procedure,ASSETS.md,"Choose formats, dimensions, compression, responsive sources, loading priority, and decoding based on actual placement and device needs.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.image-delivery-strategy,control.bq-0812
BQ-0813,P0,"21. Performance, Reliability & Resource Budgets",Image-delivery strategy,Evidence Gate,ASSETS.md,"Choose formats, dimensions, compression, responsive sources, loading priority, and decoding based on actual placement and device needs.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.image-delivery-strategy,control.bq-0813
BQ-0814,P0,"21. Performance, Reliability & Resource Budgets",Image-delivery strategy,Recovery,ASSETS.md,"Choose formats, dimensions, compression, responsive sources, loading priority, and decoding based on actual placement and device needs.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.image-delivery-strategy,control.bq-0814
BQ-0815,P0,"21. Performance, Reliability & Resource Budgets",Image-delivery strategy,Regression,ASSETS.md,"Choose formats, dimensions, compression, responsive sources, loading priority, and decoding based on actual placement and device needs.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.image-delivery-strategy,control.bq-0815
BQ-0816,P1,"21. Performance, Reliability & Resource Budgets",Font-performance strategy,Contract,CREATIVE.md / DESIGN.md,"Limit font families, weights, subsets, and blocking behavior while preserving the resolved brand character.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.font-performance-strategy,control.bq-0816
BQ-0817,P1,"21. Performance, Reliability & Resource Budgets",Font-performance strategy,Procedure,CREATIVE.md / DESIGN.md,"Limit font families, weights, subsets, and blocking behavior while preserving the resolved brand character.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.font-performance-strategy,control.bq-0817
BQ-0818,P1,"21. Performance, Reliability & Resource Budgets",Font-performance strategy,Evidence Gate,CREATIVE.md / DESIGN.md,"Limit font families, weights, subsets, and blocking behavior while preserving the resolved brand character.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.font-performance-strategy,control.bq-0818
BQ-0819,P1,"21. Performance, Reliability & Resource Budgets",Font-performance strategy,Recovery,CREATIVE.md / DESIGN.md,"Limit font families, weights, subsets, and blocking behavior while preserving the resolved brand character.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.font-performance-strategy,control.bq-0819
BQ-0820,P1,"21. Performance, Reliability & Resource Budgets",Font-performance strategy,Regression,CREATIVE.md / DESIGN.md,"Limit font families, weights, subsets, and blocking behavior while preserving the resolved brand character.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.font-performance-strategy,control.bq-0820
BQ-0821,P1,"21. Performance, Reliability & Resource Budgets",Third-party cost ledger,Contract,SECURITY.md / PERFORMANCE,"Record performance, privacy, reliability, and security cost for every external script or SDK before inclusion.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.third-party-cost-ledger,control.bq-0821
BQ-0822,P1,"21. Performance, Reliability & Resource Budgets",Third-party cost ledger,Procedure,SECURITY.md / PERFORMANCE,"Record performance, privacy, reliability, and security cost for every external script or SDK before inclusion.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.third-party-cost-ledger,control.bq-0822
BQ-0823,P1,"21. Performance, Reliability & Resource Budgets",Third-party cost ledger,Evidence Gate,SECURITY.md / PERFORMANCE,"Record performance, privacy, reliability, and security cost for every external script or SDK before inclusion.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.third-party-cost-ledger,control.bq-0823
BQ-0824,P1,"21. Performance, Reliability & Resource Budgets",Third-party cost ledger,Recovery,SECURITY.md / PERFORMANCE,"Record performance, privacy, reliability, and security cost for every external script or SDK before inclusion.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.third-party-cost-ledger,control.bq-0824
BQ-0825,P1,"21. Performance, Reliability & Resource Budgets",Third-party cost ledger,Regression,SECURITY.md / PERFORMANCE,"Record performance, privacy, reliability, and security cost for every external script or SDK before inclusion.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.third-party-cost-ledger,control.bq-0825
BQ-0826,P1,"21. Performance, Reliability & Resource Budgets",Graceful-degradation behavior,Contract,FEATURES.md,"Define what still works when optional assets, APIs, scripts, or external services fail.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.graceful-degradation-behavior,control.bq-0826
BQ-0827,P1,"21. Performance, Reliability & Resource Budgets",Graceful-degradation behavior,Procedure,FEATURES.md,"Define what still works when optional assets, APIs, scripts, or external services fail.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.graceful-degradation-behavior,control.bq-0827
BQ-0828,P1,"21. Performance, Reliability & Resource Budgets",Graceful-degradation behavior,Evidence Gate,FEATURES.md,"Define what still works when optional assets, APIs, scripts, or external services fail.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.graceful-degradation-behavior,control.bq-0828
BQ-0829,P1,"21. Performance, Reliability & Resource Budgets",Graceful-degradation behavior,Recovery,FEATURES.md,"Define what still works when optional assets, APIs, scripts, or external services fail.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.graceful-degradation-behavior,control.bq-0829
BQ-0830,P1,"21. Performance, Reliability & Resource Budgets",Graceful-degradation behavior,Regression,FEATURES.md,"Define what still works when optional assets, APIs, scripts, or external services fail.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.graceful-degradation-behavior,control.bq-0830
BQ-0831,P1,"21. Performance, Reliability & Resource Budgets",Long-task responsiveness,Contract,FEATURES.md / DESIGN.md,"Use progress, optimistic feedback, cancellation, background processing, or chunking appropriate to task duration and risk.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.long-task-responsiveness,control.bq-0831
BQ-0832,P1,"21. Performance, Reliability & Resource Budgets",Long-task responsiveness,Procedure,FEATURES.md / DESIGN.md,"Use progress, optimistic feedback, cancellation, background processing, or chunking appropriate to task duration and risk.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.long-task-responsiveness,control.bq-0832
BQ-0833,P1,"21. Performance, Reliability & Resource Budgets",Long-task responsiveness,Evidence Gate,FEATURES.md / DESIGN.md,"Use progress, optimistic feedback, cancellation, background processing, or chunking appropriate to task duration and risk.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.long-task-responsiveness,control.bq-0833
BQ-0834,P1,"21. Performance, Reliability & Resource Budgets",Long-task responsiveness,Recovery,FEATURES.md / DESIGN.md,"Use progress, optimistic feedback, cancellation, background processing, or chunking appropriate to task duration and risk.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.long-task-responsiveness,control.bq-0834
BQ-0835,P1,"21. Performance, Reliability & Resource Budgets",Long-task responsiveness,Regression,FEATURES.md / DESIGN.md,"Use progress, optimistic feedback, cancellation, background processing, or chunking appropriate to task duration and risk.",controls/21-performance-reliability-and-resource-budgets.md,controls.capability.long-task-responsiveness,control.bq-0835
BQ-0836,P0,"21. Performance, Reliability & Resource Budgets",Performance-regression gate,Contract,QA_GATES.md,Compare final output against declared budgets and reject avoidable regressions introduced by decorative or low-value features.,controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-regression-gate,control.bq-0836
BQ-0837,P0,"21. Performance, Reliability & Resource Budgets",Performance-regression gate,Procedure,QA_GATES.md,Compare final output against declared budgets and reject avoidable regressions introduced by decorative or low-value features.,controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-regression-gate,control.bq-0837
BQ-0838,P0,"21. Performance, Reliability & Resource Budgets",Performance-regression gate,Evidence Gate,QA_GATES.md,Compare final output against declared budgets and reject avoidable regressions introduced by decorative or low-value features.,controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-regression-gate,control.bq-0838
BQ-0839,P0,"21. Performance, Reliability & Resource Budgets",Performance-regression gate,Recovery,QA_GATES.md,Compare final output against declared budgets and reject avoidable regressions introduced by decorative or low-value features.,controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-regression-gate,control.bq-0839
BQ-0840,P0,"21. Performance, Reliability & Resource Budgets",Performance-regression gate,Regression,QA_GATES.md,Compare final output against declared budgets and reject avoidable regressions introduced by decorative or low-value features.,controls/21-performance-reliability-and-resource-budgets.md,controls.capability.performance-regression-gate,control.bq-0840
BQ-0841,P0,"22. QA, Render Review & Automated Evaluation",Evidence-based completion,Contract,QA_GATES.md,Require concrete evidence for each claimed validation step and prohibit generic statements such as all checks passed without check details.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.evidence-based-completion,control.bq-0841
BQ-0842,P0,"22. QA, Render Review & Automated Evaluation",Evidence-based completion,Procedure,QA_GATES.md,Require concrete evidence for each claimed validation step and prohibit generic statements such as all checks passed without check details.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.evidence-based-completion,control.bq-0842
BQ-0843,P0,"22. QA, Render Review & Automated Evaluation",Evidence-based completion,Evidence Gate,QA_GATES.md,Require concrete evidence for each claimed validation step and prohibit generic statements such as all checks passed without check details.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.evidence-based-completion,control.bq-0843
BQ-0844,P0,"22. QA, Render Review & Automated Evaluation",Evidence-based completion,Recovery,QA_GATES.md,Require concrete evidence for each claimed validation step and prohibit generic statements such as all checks passed without check details.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.evidence-based-completion,control.bq-0844
BQ-0845,P0,"22. QA, Render Review & Automated Evaluation",Evidence-based completion,Regression,QA_GATES.md,Require concrete evidence for each claimed validation step and prohibit generic statements such as all checks passed without check details.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.evidence-based-completion,control.bq-0845
BQ-0846,P0,"22. QA, Render Review & Automated Evaluation",Rendered-pixel review,Contract,CREATIVE.md / QA_GATES.md,Judge actual rendered output at representative desktop and mobile sizes rather than inferring quality from source code.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.rendered-pixel-review,control.bq-0846
BQ-0847,P0,"22. QA, Render Review & Automated Evaluation",Rendered-pixel review,Procedure,CREATIVE.md / QA_GATES.md,Judge actual rendered output at representative desktop and mobile sizes rather than inferring quality from source code.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.rendered-pixel-review,control.bq-0847
BQ-0848,P0,"22. QA, Render Review & Automated Evaluation",Rendered-pixel review,Evidence Gate,CREATIVE.md / QA_GATES.md,Judge actual rendered output at representative desktop and mobile sizes rather than inferring quality from source code.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.rendered-pixel-review,control.bq-0848
BQ-0849,P0,"22. QA, Render Review & Automated Evaluation",Rendered-pixel review,Recovery,CREATIVE.md / QA_GATES.md,Judge actual rendered output at representative desktop and mobile sizes rather than inferring quality from source code.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.rendered-pixel-review,control.bq-0849
BQ-0850,P0,"22. QA, Render Review & Automated Evaluation",Rendered-pixel review,Regression,CREATIVE.md / QA_GATES.md,Judge actual rendered output at representative desktop and mobile sizes rather than inferring quality from source code.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.rendered-pixel-review,control.bq-0850
BQ-0851,P1,"22. QA, Render Review & Automated Evaluation",Visual-regression fixtures,Contract,QA_GATES.md,Preserve representative screenshots or structural snapshots for high-value creation tests so pack changes can reveal quality regressions.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.visual-regression-fixtures,control.bq-0851
BQ-0852,P1,"22. QA, Render Review & Automated Evaluation",Visual-regression fixtures,Procedure,QA_GATES.md,Preserve representative screenshots or structural snapshots for high-value creation tests so pack changes can reveal quality regressions.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.visual-regression-fixtures,control.bq-0852
BQ-0853,P1,"22. QA, Render Review & Automated Evaluation",Visual-regression fixtures,Evidence Gate,QA_GATES.md,Preserve representative screenshots or structural snapshots for high-value creation tests so pack changes can reveal quality regressions.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.visual-regression-fixtures,control.bq-0853
BQ-0854,P1,"22. QA, Render Review & Automated Evaluation",Visual-regression fixtures,Recovery,QA_GATES.md,Preserve representative screenshots or structural snapshots for high-value creation tests so pack changes can reveal quality regressions.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.visual-regression-fixtures,control.bq-0854
BQ-0855,P1,"22. QA, Render Review & Automated Evaluation",Visual-regression fixtures,Regression,QA_GATES.md,Preserve representative screenshots or structural snapshots for high-value creation tests so pack changes can reveal quality regressions.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.visual-regression-fixtures,control.bq-0855
BQ-0856,P1,"22. QA, Render Review & Automated Evaluation",Cross-browser smoke testing,Contract,QA_GATES.md,Define minimum browser-engine coverage appropriate to the project and test primary flows rather than only page load.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.cross-browser-smoke-testing,control.bq-0856
BQ-0857,P1,"22. QA, Render Review & Automated Evaluation",Cross-browser smoke testing,Procedure,QA_GATES.md,Define minimum browser-engine coverage appropriate to the project and test primary flows rather than only page load.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.cross-browser-smoke-testing,control.bq-0857
BQ-0858,P1,"22. QA, Render Review & Automated Evaluation",Cross-browser smoke testing,Evidence Gate,QA_GATES.md,Define minimum browser-engine coverage appropriate to the project and test primary flows rather than only page load.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.cross-browser-smoke-testing,control.bq-0858
BQ-0859,P1,"22. QA, Render Review & Automated Evaluation",Cross-browser smoke testing,Recovery,QA_GATES.md,Define minimum browser-engine coverage appropriate to the project and test primary flows rather than only page load.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.cross-browser-smoke-testing,control.bq-0859
BQ-0860,P1,"22. QA, Render Review & Automated Evaluation",Cross-browser smoke testing,Regression,QA_GATES.md,Define minimum browser-engine coverage appropriate to the project and test primary flows rather than only page load.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.cross-browser-smoke-testing,control.bq-0860
BQ-0861,P0,"22. QA, Render Review & Automated Evaluation",Broken-path detection,Contract,QA_GATES.md,"Check links, anchors, routes, assets, forms, buttons, downloads, media, and navigation targets for broken or dead behavior.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.broken-path-detection,control.bq-0861
BQ-0862,P0,"22. QA, Render Review & Automated Evaluation",Broken-path detection,Procedure,QA_GATES.md,"Check links, anchors, routes, assets, forms, buttons, downloads, media, and navigation targets for broken or dead behavior.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.broken-path-detection,control.bq-0862
BQ-0863,P0,"22. QA, Render Review & Automated Evaluation",Broken-path detection,Evidence Gate,QA_GATES.md,"Check links, anchors, routes, assets, forms, buttons, downloads, media, and navigation targets for broken or dead behavior.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.broken-path-detection,control.bq-0863
BQ-0864,P0,"22. QA, Render Review & Automated Evaluation",Broken-path detection,Recovery,QA_GATES.md,"Check links, anchors, routes, assets, forms, buttons, downloads, media, and navigation targets for broken or dead behavior.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.broken-path-detection,control.bq-0864
BQ-0865,P0,"22. QA, Render Review & Automated Evaluation",Broken-path detection,Regression,QA_GATES.md,"Check links, anchors, routes, assets, forms, buttons, downloads, media, and navigation targets for broken or dead behavior.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.broken-path-detection,control.bq-0865
BQ-0866,P0,"22. QA, Render Review & Automated Evaluation",Quality-score evidence,Contract,CREATIVE.md / QA_GATES.md,Require each visual-score category to cite observable evidence and prevent the model from self-awarding unsupported high scores.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.quality-score-evidence,control.bq-0866
BQ-0867,P0,"22. QA, Render Review & Automated Evaluation",Quality-score evidence,Procedure,CREATIVE.md / QA_GATES.md,Require each visual-score category to cite observable evidence and prevent the model from self-awarding unsupported high scores.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.quality-score-evidence,control.bq-0867
BQ-0868,P0,"22. QA, Render Review & Automated Evaluation",Quality-score evidence,Evidence Gate,CREATIVE.md / QA_GATES.md,Require each visual-score category to cite observable evidence and prevent the model from self-awarding unsupported high scores.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.quality-score-evidence,control.bq-0868
BQ-0869,P0,"22. QA, Render Review & Automated Evaluation",Quality-score evidence,Recovery,CREATIVE.md / QA_GATES.md,Require each visual-score category to cite observable evidence and prevent the model from self-awarding unsupported high scores.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.quality-score-evidence,control.bq-0869
BQ-0870,P0,"22. QA, Render Review & Automated Evaluation",Quality-score evidence,Regression,CREATIVE.md / QA_GATES.md,Require each visual-score category to cite observable evidence and prevent the model from self-awarding unsupported high scores.,controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.quality-score-evidence,control.bq-0870
BQ-0871,P0,"22. QA, Render Review & Automated Evaluation",Failure-severity model,Contract,QA_GATES.md,"Classify blockers, criticals, majors, minors, and polish issues so unresolved severity determines whether delivery is allowed.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.failure-severity-model,control.bq-0871
BQ-0872,P0,"22. QA, Render Review & Automated Evaluation",Failure-severity model,Procedure,QA_GATES.md,"Classify blockers, criticals, majors, minors, and polish issues so unresolved severity determines whether delivery is allowed.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.failure-severity-model,control.bq-0872
BQ-0873,P0,"22. QA, Render Review & Automated Evaluation",Failure-severity model,Evidence Gate,QA_GATES.md,"Classify blockers, criticals, majors, minors, and polish issues so unresolved severity determines whether delivery is allowed.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.failure-severity-model,control.bq-0873
BQ-0874,P0,"22. QA, Render Review & Automated Evaluation",Failure-severity model,Recovery,QA_GATES.md,"Classify blockers, criticals, majors, minors, and polish issues so unresolved severity determines whether delivery is allowed.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.failure-severity-model,control.bq-0874
BQ-0875,P0,"22. QA, Render Review & Automated Evaluation",Failure-severity model,Regression,QA_GATES.md,"Classify blockers, criticals, majors, minors, and polish issues so unresolved severity determines whether delivery is allowed.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.failure-severity-model,control.bq-0875
BQ-0876,P0,"22. QA, Render Review & Automated Evaluation",Creation-regression suite,Contract,tools/validate_pack.py / QA_GATES.md,"Maintain representative prompt fixtures across industries and creation types to test routing, output completeness, genericity, and visual quality after pack changes.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.creation-regression-suite,control.bq-0876
BQ-0877,P0,"22. QA, Render Review & Automated Evaluation",Creation-regression suite,Procedure,tools/validate_pack.py / QA_GATES.md,"Maintain representative prompt fixtures across industries and creation types to test routing, output completeness, genericity, and visual quality after pack changes.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.creation-regression-suite,control.bq-0877
BQ-0878,P0,"22. QA, Render Review & Automated Evaluation",Creation-regression suite,Evidence Gate,tools/validate_pack.py / QA_GATES.md,"Maintain representative prompt fixtures across industries and creation types to test routing, output completeness, genericity, and visual quality after pack changes.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.creation-regression-suite,control.bq-0878
BQ-0879,P0,"22. QA, Render Review & Automated Evaluation",Creation-regression suite,Recovery,tools/validate_pack.py / QA_GATES.md,"Maintain representative prompt fixtures across industries and creation types to test routing, output completeness, genericity, and visual quality after pack changes.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.creation-regression-suite,control.bq-0879
BQ-0880,P0,"22. QA, Render Review & Automated Evaluation",Creation-regression suite,Regression,tools/validate_pack.py / QA_GATES.md,"Maintain representative prompt fixtures across industries and creation types to test routing, output completeness, genericity, and visual quality after pack changes.",controls/22-qa-render-review-and-automated-evaluation.md,controls.capability.creation-regression-suite,control.bq-0880
BQ-0881,P1,"23. Jobs, SOPs & Operational Systems",Role-scope integrity,Contract,JOBS.md,"Define responsibilities, authority, inputs, outputs, decisions, interfaces, and exclusions for every role instead of title-only descriptions.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-scope-integrity,control.bq-0881
BQ-0882,P1,"23. Jobs, SOPs & Operational Systems",Role-scope integrity,Procedure,JOBS.md,"Define responsibilities, authority, inputs, outputs, decisions, interfaces, and exclusions for every role instead of title-only descriptions.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-scope-integrity,control.bq-0882
BQ-0883,P1,"23. Jobs, SOPs & Operational Systems",Role-scope integrity,Evidence Gate,JOBS.md,"Define responsibilities, authority, inputs, outputs, decisions, interfaces, and exclusions for every role instead of title-only descriptions.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-scope-integrity,control.bq-0883
BQ-0884,P1,"23. Jobs, SOPs & Operational Systems",Role-scope integrity,Recovery,JOBS.md,"Define responsibilities, authority, inputs, outputs, decisions, interfaces, and exclusions for every role instead of title-only descriptions.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-scope-integrity,control.bq-0884
BQ-0885,P1,"23. Jobs, SOPs & Operational Systems",Role-scope integrity,Regression,JOBS.md,"Define responsibilities, authority, inputs, outputs, decisions, interfaces, and exclusions for every role instead of title-only descriptions.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-scope-integrity,control.bq-0885
BQ-0886,P0,"23. Jobs, SOPs & Operational Systems",SOP trigger conditions,Contract,operations/*,"Specify exactly when each SOP starts, prerequisites, required inputs, responsible role, and completion condition.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-trigger-conditions,control.bq-0886
BQ-0887,P0,"23. Jobs, SOPs & Operational Systems",SOP trigger conditions,Procedure,operations/*,"Specify exactly when each SOP starts, prerequisites, required inputs, responsible role, and completion condition.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-trigger-conditions,control.bq-0887
BQ-0888,P0,"23. Jobs, SOPs & Operational Systems",SOP trigger conditions,Evidence Gate,operations/*,"Specify exactly when each SOP starts, prerequisites, required inputs, responsible role, and completion condition.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-trigger-conditions,control.bq-0888
BQ-0889,P0,"23. Jobs, SOPs & Operational Systems",SOP trigger conditions,Recovery,operations/*,"Specify exactly when each SOP starts, prerequisites, required inputs, responsible role, and completion condition.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-trigger-conditions,control.bq-0889
BQ-0890,P0,"23. Jobs, SOPs & Operational Systems",SOP trigger conditions,Regression,operations/*,"Specify exactly when each SOP starts, prerequisites, required inputs, responsible role, and completion condition.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-trigger-conditions,control.bq-0890
BQ-0891,P0,"23. Jobs, SOPs & Operational Systems",SOP exception handling,Contract,operations/*,"Include common exceptions, escalation paths, stop conditions, and recovery steps rather than only the happy path.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-exception-handling,control.bq-0891
BQ-0892,P0,"23. Jobs, SOPs & Operational Systems",SOP exception handling,Procedure,operations/*,"Include common exceptions, escalation paths, stop conditions, and recovery steps rather than only the happy path.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-exception-handling,control.bq-0892
BQ-0893,P0,"23. Jobs, SOPs & Operational Systems",SOP exception handling,Evidence Gate,operations/*,"Include common exceptions, escalation paths, stop conditions, and recovery steps rather than only the happy path.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-exception-handling,control.bq-0893
BQ-0894,P0,"23. Jobs, SOPs & Operational Systems",SOP exception handling,Recovery,operations/*,"Include common exceptions, escalation paths, stop conditions, and recovery steps rather than only the happy path.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-exception-handling,control.bq-0894
BQ-0895,P0,"23. Jobs, SOPs & Operational Systems",SOP exception handling,Regression,operations/*,"Include common exceptions, escalation paths, stop conditions, and recovery steps rather than only the happy path.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.sop-exception-handling,control.bq-0895
BQ-0896,P1,"23. Jobs, SOPs & Operational Systems",Operational evidence,Contract,operations/*,"Define what records, artifacts, approvals, measurements, or logs prove an operational step was completed correctly.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-evidence,control.bq-0896
BQ-0897,P1,"23. Jobs, SOPs & Operational Systems",Operational evidence,Procedure,operations/*,"Define what records, artifacts, approvals, measurements, or logs prove an operational step was completed correctly.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-evidence,control.bq-0897
